transaction_id,transaction_date,account_number,amount,txn_type,merchant_name,status,customer_age,is_refund,year_month,day_of_week,customer_name,city,join_date,credit_score,segment,email,phone,category,is_digital,avg_txn_value
TXN00105,2022-03-14,ACC1008,116.52,transfer,Hdfc Atm,FAILED,34.0,0,2022-03,Monday,Anita Nair,Jaipur,2019-03-12,604.0,Senior,anita.nair@email.com,9896434410.0,,,
TXN00271,2022-03-16,ACC1007,1289.37,deposit,Hdfc Atm,REVERSED,61.0,0,2022-03,Wednesday,Harish Bose,Jaipur,2018-03-02,699.0,Senior,harish.bose@email.com,9851714724.0,,,
TXN00165,2022-03-16,ACC1028,629.59,withdrawal,Netflix,SUCCESS,31.0,0,2022-03,Wednesday,Rashmi Mehta,Pune,2022-03-20,806.0,Senior,rashmi.mehta@email.com,9899086047.0,Entertainment,True,499.0
TXN00168,2022-03-17,ACC1034,2553.42,transfer,Zomato,FAILED,54.0,0,2022-03,Thursday,,,,,,,,Food Delivery,False,320.0
TXN00296,2022-03-21,ACC1031,52.49,transfer,Amazon,REVERSED,47.0,0,2022-03,Monday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,E-commerce,True,1500.0
TXN00020,2022-03-22,ACC1045,17.84,withdrawal,Amazon,REVERSED,56.0,0,2022-03,Tuesday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,E-commerce,True,1500.0
TXN00149,2022-03-24,ACC1043,324.7,deposit,Hdfc Atm,REVERSED,57.0,0,2022-03,Thursday,Sanjay Desai,Pune,2022-04-04,612.0,Senior,sanjay.desai@email.com,9868648080.0,,,
TXN00156,2022-03-25,ACC1027,50.83,debit,Netflix,REVERSED,49.0,0,2022-03,Friday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,Entertainment,True,499.0
TXN00083,2022-03-29,ACC1002,1362.18,transfer,Phonepe,SUCCESS,46.0,0,2022-03,Tuesday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,,,
TXN00190,2022-04-01,ACC1043,15.3,transfer,Hdfc Atm,SUCCESS,26.0,0,2022-04,Friday,Sanjay Desai,Pune,2022-04-04,612.0,Senior,sanjay.desai@email.com,9868648080.0,,,
TXN00054,2022-04-04,ACC1035,371.49,debit,Hdfc Atm,FAILED,26.0,0,2022-04,Monday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,,,
TXN00014,2022-04-05,ACC1004,8.42,debit,Netflix,FAILED,53.0,0,2022-04,Tuesday,Sunita Tiwari,Pune,2020-06-21,843.0,Regular,sunita.tiwari@email.com,9849054205.0,Entertainment,True,499.0
TXN00188,2022-04-05,ACC1037,133.05,withdrawal,Zomato,SUCCESS,26.0,0,2022-04,Tuesday,Vikram Singh,Lucknow,2022-07-26,550.0,Regular,vikram.singh@email.com,9818679461.0,Food Delivery,False,320.0
TXN00002,2022-04-06,ACC1025,120.61,credit,Paytm,FAILED,31.0,0,2022-04,Wednesday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,Payments,True,400.0
TXN00113,2022-04-07,ACC1011,162.45,debit,Hdfc Atm,REVERSED,37.0,0,2022-04,Thursday,Pankaj Chauhan,Mumbai,2019-06-29,,Regular,pankaj.chauhan@email.com,9879759849.0,,,
TXN00127,2022-04-11,ACC1044,33.59,deposit,Paytm,FAILED,42.0,0,2022-04,Monday,Shruti Malik,Chennai,2018-05-06,738.0,Premium,shruti.malik@email.com,9826952687.0,Payments,True,400.0
TXN00071,2022-04-19,ACC1014,255.21,deposit,Flipkart,FAILED,48.0,0,2022-04,Tuesday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,E-commerce,True,1200.0
TXN00277,2022-04-20,ACC1020,200.05,transfer,Uber,REVERSED,48.0,0,2022-04,Wednesday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,Transport,False,250.0
TXN00230,2022-04-22,ACC1016,411.33,deposit,Paytm,FAILED,60.0,0,2022-04,Friday,Neha Saxena,Kolkata,2021-07-02,566.0,Premium,neha.saxena@email.com,9824949509.0,Payments,True,400.0
TXN00055,2022-04-23,ACC1002,696.8,withdrawal,Hdfc Atm,FAILED,56.0,0,2022-04,Saturday,Suresh Kumar,Hyderabad,2019-01-16,,Senior,suresh.kumar@email.com,9856066984.0,,,
TXN00195,2022-04-25,ACC1021,192.44,deposit,Swiggy,FAILED,58.0,0,2022-04,Monday,Deepa Menon,Ahmedabad,2019-02-16,686.0,Premium,deepa.menon@email.com,9860601468.0,Food Delivery,False,350.0
TXN00079,2022-04-25,ACC1027,170.31,debit,Phonepe,PENDING,22.0,1,2022-04,Monday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,,,
TXN00066,2022-04-25,ACC1012,1134.97,credit,Netflix,REVERSED,28.0,0,2022-04,Monday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,Entertainment,True,499.0
TXN00180,2022-04-29,ACC1021,8780.19,deposit,Amazon,PENDING,55.0,0,2022-04,Friday,Deepa Menon,Ahmedabad,2019-02-16,686.0,Premium,deepa.menon@email.com,9860601468.0,E-commerce,True,1500.0
TXN00227,2022-04-29,ACC1015,163.44,credit,Amazon,UNKNOWN,35.0,0,2022-04,Friday,Arjun Sharma,Chennai,2020-10-26,806.0,Student,arjun.sharma@email.com,9854667809.0,E-commerce,True,1500.0
TXN00234,2022-04-29,ACC1024,55.85,deposit,Uber,SUCCESS,42.0,0,2022-04,Friday,Geeta Nambiar,Kolkata,2020-02-13,747.0,Regular,geeta.nambiar@email.com,9827101682.0,Transport,False,250.0
TXN00282,2022-05-05,ACC1018,400.69,credit,Paytm,FAILED,26.0,0,2022-05,Thursday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,Payments,True,400.0
TXN00019,2022-05-08,ACC1038,38.01,transfer,Uber,PENDING,46.0,0,2022-05,Sunday,,,,,,,,Transport,False,250.0
TXN00085,2022-05-09,ACC1035,44.14,deposit,Bigbasket,SUCCESS,57.0,0,2022-05,Monday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,,,
TXN00191,2022-05-14,ACC1025,75.96,debit,Zomato,SUCCESS,59.0,0,2022-05,Saturday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,Food Delivery,False,320.0
TXN00109,2022-05-16,ACC1045,218.4,deposit,Paytm,FAILED,59.0,0,2022-05,Monday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,Payments,True,400.0
TXN00283,2022-05-17,ACC1003,1602.03,credit,Zomato,UNKNOWN,39.0,0,2022-05,Tuesday,Amit Sinha,Chennai,2020-04-17,624.0,Premium,amit.sinha@email.com,9825527644.0,Food Delivery,False,320.0
TXN00179,2022-05-18,ACC1018,99.78,deposit,Phonepe,REVERSED,54.0,0,2022-05,Wednesday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,,,
TXN00300,2022-05-22,ACC1012,381.63,debit,Zomato,SUCCESS,43.0,0,2022-05,Sunday,Sneha Reddy,Kolkata,2021-03-07,731.0,Senior,sneha.reddy@email.com,9890621827.0,Food Delivery,False,320.0
TXN00047,2022-05-23,ACC1044,74.37,debit,Zomato,PENDING,44.0,0,2022-05,Monday,Shruti Malik,Chennai,2018-05-06,738.0,Premium,shruti.malik@email.com,9826952687.0,Food Delivery,False,320.0
TXN00046,2022-05-27,ACC1043,50.41,debit,Amazon,FAILED,57.0,0,2022-05,Friday,Sanjay Desai,Pune,2022-04-04,612.0,Senior,sanjay.desai@email.com,9868648080.0,E-commerce,True,1500.0
TXN00268,2022-05-31,ACC1034,17.37,transfer,Amazon,FAILED,37.0,0,2022-05,Tuesday,,,,,,,,E-commerce,True,1500.0
TXN00074,2022-06-06,ACC1022,1551.48,deposit,Hdfc Atm,PENDING,50.0,0,2022-06,Monday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,,,
TXN00140,2022-06-08,ACC1020,23.42,withdrawal,Bigbasket,FAILED,29.0,0,2022-06,Wednesday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,,,
TXN00208,2022-06-08,ACC1034,320.76,debit,Flipkart,REVERSED,53.0,0,2022-06,Wednesday,,,,,,,,E-commerce,True,1200.0
TXN00012,2022-06-09,ACC1030,73.8,withdrawal,Phonepe,SUCCESS,45.0,0,2022-06,Thursday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,,,
TXN00182,2022-06-10,ACC1006,41.03,withdrawal,Uber,SUCCESS,56.0,0,2022-06,Friday,,,,,,,,Transport,False,250.0
TXN00010,2022-06-13,ACC1022,334.9,debit,Phonepe,FAILED,60.0,0,2022-06,Monday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,,,
TXN00075,2022-06-15,ACC1049,2.92,transfer,Flipkart,SUCCESS,58.0,0,2022-06,Wednesday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,E-commerce,True,1200.0
TXN00192,2022-06-15,ACC1022,536.25,debit,Flipkart,PENDING,24.0,0,2022-06,Wednesday,Rajesh Pandey,Kolkata,2021-07-07,759.0,Senior,rajesh.pandey@email.com,9821768256.0,E-commerce,True,1200.0
TXN00029,2022-06-16,ACC1049,164.49,withdrawal,Hdfc Atm,SUCCESS,57.0,0,2022-06,Thursday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,,,
TXN00209,2022-06-16,ACC1013,321.36,credit,Netflix,SUCCESS,55.0,0,2022-06,Thursday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,Entertainment,True,499.0
TXN00035,2022-06-17,ACC1035,509.7,deposit,Uber,UNKNOWN,28.0,0,2022-06,Friday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,Transport,False,250.0
TXN00134,2022-06-18,ACC1045,164.49,deposit,Bigbasket,PENDING,42.0,0,2022-06,Saturday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,,,
TXN00262,2022-06-23,ACC1048,135.74,debit,Amazon,FAILED,64.0,0,2022-06,Thursday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,E-commerce,True,1500.0
TXN00228,2022-07-02,ACC1026,164.49,withdrawal,Flipkart,UNKNOWN,23.0,0,2022-07,Saturday,,,,,,,,E-commerce,True,1200.0
TXN00070,2022-07-02,ACC1021,56.39,transfer,Bigbasket,FAILED,30.0,0,2022-07,Saturday,Deepa Menon,Ahmedabad,2019-02-16,686.0,Premium,deepa.menon@email.com,9860601468.0,,,
TXN00097,2022-07-03,ACC1013,231.41,withdrawal,Amazon,REVERSED,49.0,0,2022-07,Sunday,Tarun Bajaj,Mumbai,2018-01-15,773.0,Premium,tarun.bajaj@email.com,9890747752.0,E-commerce,True,1500.0
TXN00121,2022-07-14,ACC1020,486.16,debit,Netflix,SUCCESS,39.0,0,2022-07,Thursday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,Entertainment,True,499.0
TXN00249,2022-07-16,ACC1015,2096.83,transfer,Paytm,FAILED,25.0,0,2022-07,Saturday,Arjun Sharma,Chennai,2020-10-26,806.0,Student,arjun.sharma@email.com,9854667809.0,Payments,True,400.0
TXN00023,2022-07-16,ACC1037,164.23,deposit,Zomato,SUCCESS,38.0,0,2022-07,Saturday,Vikram Singh,Lucknow,2022-07-26,550.0,Regular,vikram.singh@email.com,9818679461.0,Food Delivery,False,320.0
TXN00273,2022-07-19,ACC1019,849.58,withdrawal,Hdfc Atm,SUCCESS,46.0,0,2022-07,Tuesday,Priya Patel,Jaipur,2018-08-14,650.0,Premium,priya.patel@email.com,9840038761.0,,,
TXN00160,2022-07-29,ACC1024,397.36,debit,Paytm,FAILED,27.0,0,2022-07,Friday,Geeta Nambiar,Kolkata,2020-02-13,747.0,Regular,geeta.nambiar@email.com,9827101682.0,Payments,True,400.0
TXN00256,2022-08-04,ACC1035,164.49,transfer,Hdfc Atm,FAILED,26.0,0,2022-08,Thursday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,,,
TXN00090,2022-08-05,ACC1005,320.51,deposit,Paytm,FAILED,48.0,0,2022-08,Friday,Anjali Kulkarni,Mumbai,2019-07-21,726.0,Regular,anjali.kulkarni@email.com,9861028923.0,Payments,True,400.0
TXN00044,2022-08-06,ACC1025,94.48,debit,Zomato,SUCCESS,46.0,0,2022-08,Saturday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,Food Delivery,False,320.0
TXN00169,2022-08-07,ACC1042,102.71,deposit,Hdfc Atm,SUCCESS,22.0,0,2022-08,Sunday,Usha Bhat,Mumbai,2019-08-24,574.0,Senior,usha.bhat@email.com,9886885150.0,,,
TXN00108,2022-08-08,ACC1030,192.84,deposit,Uber,SUCCESS,54.0,0,2022-08,Monday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,Transport,False,250.0
TXN00172,2022-08-09,ACC1035,43.65,credit,Hdfc Atm,REVERSED,32.0,0,2022-08,Tuesday,Swati Chatterjee,Lucknow,2021-10-09,,Student,swati.chatterjee@email.com,9862096010.0,,,
TXN00255,2022-08-11,ACC1048,15.19,withdrawal,Bigbasket,UNKNOWN,45.0,0,2022-08,Thursday,Mohan Hegde,Lucknow,2018-05-12,834.0,Premium,mohan.hegde@email.com,9887432467.0,,,
TXN00052,2022-08-13,ACC1009,83.29,withdrawal,Phonepe,PENDING,35.0,0,2022-08,Saturday,Sunil Pawar,Bangalore,2018-09-13,710.0,Regular,sunil.pawar@email.com,9852060116.0,,,
TXN00038,2022-08-13,ACC1032,7.85,debit,Paytm,PENDING,52.0,0,2022-08,Saturday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,Payments,True,400.0
TXN00278,2022-08-13,ACC1001,60.32,transfer,Phonepe,PENDING,50.0,0,2022-08,Saturday,Lakshmi Rao,Mumbai,2022-11-14,800.0,Senior,lakshmi.rao@email.com,9855665951.0,,,
TXN00267,2022-08-19,ACC1049,1717.49,credit,Swiggy,PENDING,32.0,0,2022-08,Friday,Gopal Das,Lucknow,2018-08-12,677.0,Student,gopal.das@email.com,9821964091.0,Food Delivery,False,350.0
TXN00219,2022-08-22,ACC1031,71.66,debit,Amazon,REVERSED,26.0,0,2022-08,Monday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,E-commerce,True,1500.0
TXN00103,2022-08-23,ACC1031,88.76,credit,Flipkart,REVERSED,22.0,0,2022-08,Tuesday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,E-commerce,True,1200.0
TXN00026,2022-08-27,ACC1001,175.28,withdrawal,Hdfc Atm,PENDING,43.0,0,2022-08,Saturday,Lakshmi Rao,Mumbai,2022-11-14,800.0,Senior,lakshmi.rao@email.com,9855665951.0,,,
TXN00003,2022-08-27,ACC1045,392.11,debit,Netflix,SUCCESS,58.0,0,2022-08,Saturday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,Entertainment,True,499.0
TXN00297,2022-08-29,ACC1031,572.15,debit,Netflix,FAILED,48.0,0,2022-08,Monday,Pooja Mishra,Pune,2019-01-28,793.0,Student,pooja.mishra@email.com,9841322048.0,Entertainment,True,499.0
TXN00266,2022-08-29,ACC1038,22.84,debit,Netflix,REVERSED,52.0,0,2022-08,Monday,,,,,,,,Entertainment,True,499.0
TXN00130,2022-08-31,ACC1046,69.74,debit,Zomato,UNKNOWN,32.0,0,2022-08,Wednesday,,,,,,,,Food Delivery,False,320.0
TXN00111,2022-09-06,ACC1050,8.35,deposit,Uber,PENDING,53.0,0,2022-09,Tuesday,Rohit Joshi,Ahmedabad,2018-05-01,751.0,Student,rohit.joshi@email.com,9861224263.0,Transport,False,250.0
TXN00275,2022-09-07,ACC1024,34.05,credit,Amazon,FAILED,53.0,0,2022-09,Wednesday,Geeta Nambiar,Kolkata,2020-02-13,747.0,Regular,geeta.nambiar@email.com,9827101682.0,E-commerce,True,1500.0
TXN00096,2022-09-11,ACC1016,16.52,debit,Hdfc Atm,PENDING,34.0,0,2022-09,Sunday,Neha Saxena,Kolkata,2021-07-02,566.0,Premium,neha.saxena@email.com,9824949509.0,,,
TXN00120,2022-09-12,ACC1011,458.47,credit,Zomato,FAILED,41.0,0,2022-09,Monday,Pankaj Chauhan,Mumbai,2019-06-29,,Regular,pankaj.chauhan@email.com,9879759849.0,Food Delivery,False,320.0
TXN00125,2022-09-13,ACC1020,357.91,credit,Hdfc Atm,PENDING,52.0,0,2022-09,Tuesday,Asha Goel,Jaipur,2018-07-26,667.0,Student,asha.goel@email.com,9852901755.0,,,
TXN00187,2022-09-15,ACC1030,301.83,deposit,Hdfc Atm,FAILED,38.0,0,2022-09,Thursday,Meera Pillai,Kolkata,2022-07-16,840.0,Premium,meera.pillai@email.com,9885416933.0,,,
TXN00236,2022-09-18,ACC1036,384.09,withdrawal,Netflix,PENDING,51.0,0,2022-09,Sunday,Arun Iyer,Lucknow,2019-01-10,703.0,Senior,arun.iyer@email.com,9896181498.0,Entertainment,True,499.0
TXN00291,2022-09-23,ACC1032,108.62,transfer,Netflix,FAILED,62.0,0,2022-09,Friday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,Entertainment,True,499.0
TXN00049,2022-09-27,ACC1047,248.5,debit,Amazon,SUCCESS,60.0,0,2022-09,Tuesday,Madhuri Lal,Hyderabad,2021-04-14,703.0,Premium,madhuri.lal@email.com,9818306055.0,E-commerce,True,1500.0
TXN00069,2022-09-27,ACC1025,255.3,transfer,Phonepe,SUCCESS,63.0,0,2022-09,Tuesday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,,,
TXN00017,2022-09-28,ACC1025,32.48,transfer,Flipkart,REVERSED,34.0,0,2022-09,Wednesday,Ravi Kapoor,Ahmedabad,2020-09-20,633.0,Senior,ravi.kapoor@email.com,9835482265.0,E-commerce,True,1200.0
TXN00136,2022-09-29,ACC1016,1517.62,transfer,Phonepe,REVERSED,59.0,0,2022-09,Thursday,Neha Saxena,Kolkata,2021-07-02,566.0,Premium,neha.saxena@email.com,9824949509.0,,,
TXN00170,2022-09-29,ACC1018,47.91,transfer,Swiggy,SUCCESS,39.0,0,2022-09,Thursday,Rahul Gupta,Mumbai,2020-07-11,,Student,rahul.gupta@email.com,9887305664.0,Food Delivery,False,350.0
TXN00229,2022-09-29,ACC1045,50.76,withdrawal,Zomato,REVERSED,32.0,0,2022-09,Thursday,Prakash More,Delhi,2018-06-13,701.0,Premium,prakash.more@email.com,9825583513.0,Food Delivery,False,320.0
TXN00088,2022-09-29,ACC1015,243.02,transfr,Bigbasket,FAILED,40.0,0,2022-09,Thursday,Arjun Sharma,Chennai,2020-10-26,806.0,Student,arjun.sharma@email.com,9854667809.0,,,
TXN00213,2022-10-01,ACC1027,620.8,debit,Hdfc Atm,SUCCESS,60.0,0,2022-10,Saturday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,,,
TXN00015,2022-10-04,ACC1014,11.16,debit,Bigbasket,PENDING,58.0,0,2022-10,Tuesday,Divya Agarwal,Pune,2022-11-21,639.0,Regular,divya.agarwal@email.com,9844775001.0,,,
TXN00295,2022-10-09,ACC1019,253.54,credit,Netflix,PENDING,35.0,0,2022-10,Sunday,Priya Patel,Jaipur,2018-08-14,650.0,Premium,priya.patel@email.com,9840038761.0,Entertainment,True,499.0
TXN00189,2022-10-11,ACC1040,41.67,withdrawal,Uber,FAILED,52.0,0,2022-10,Tuesday,Chandni Ghosh,Pune,2020-09-05,598.0,Student,chandni.ghosh@email.com,9881887423.0,Transport,False,250.0
TXN00009,2022-10-12,ACC1027,73.39,credit,Flipkart,SUCCESS,39.0,0,2022-10,Wednesday,Satish Thakur,Chennai,2019-04-26,705.0,Regular,satish.thakur@email.com,9889196483.0,E-commerce,True,1200.0
TXN00298,2022-10-12,ACC1029,235.32,debit,Swiggy,SUCCESS,30.0,0,2022-10,Wednesday,Kiran Verma,Pune,2019-06-16,574.0,Regular,kiran.verma@email.com,9840004485.0,Food Delivery,False,350.0
TXN00223,2022-10-13,ACC1029,415.46,debit,Swiggy,REVERSED,44.0,0,2022-10,Thursday,Kiran Verma,Pune,2019-06-16,574.0,Regular,kiran.verma@email.com,9840004485.0,Food Delivery,False,350.0
TXN00222,2022-10-13,ACC1032,9.02,withdrawal,Zomato,SUCCESS,38.0,0,2022-10,Thursday,Rekha Patil,Pune,2018-12-07,731.0,Senior,rekha.patil@email.com,9835253920.0,Food Delivery,False,320.0
